acelprt,plectra
aefhlrs,flasher
agiknss,askings
efirruz,furzier
ailopst,topsail
bdefoor,forbode
eimmrrt,trimmer
agiknst,"skating,staking,takings,tasking"
eeertwz,tweezer
ciinors,incisor
aennprs,spanner
ciilost,"colitis,solicit"
aceqssu,casques
ccioors,sirocco
aceeeuv,evacuee
abciouv,bivouac
fgiknnu,funking
eiistzz,tizzies
eelrstt,"letters,settler,trestle"
aabekrs,arabesk
eeqrruy,equerry
aeiimst,amities
eeemnss,nemeses
acfimru,fumaric
aeehrrs,"hearers,rehears,shearer"
cceeiln,licence
aclnpsu,unclasp
aacdoov,avocado
eghirst,sighter
behrssu,"brushes,bushers"
bcdiorw,cowbird
acdemor,"caromed,comrade"
bdegrsu,"budgers,redbugs"
aaknnss,kansans
adnortu,rotunda
bdelntu,blunted
aceippr,crappie
deinnsu,undines
aeppstt,tappets
aeppstu,pupates
effsttu,tuffets
aadeins,naiades
deilnoo,eidolon
aegghls,haggles
aegghlr,haggler
eefmnor,foremen
elorsst,"ostlers,sterols"
bbeorrs,robbers
ddehnru,hundred
eellpst,pellets
bbeorry,robbery
aghinrs,"garnish,sharing"
aadmrry,yardarm
eelnstt,nettles
ailmopt,optimal
cdeirtv,verdict
cdehmnu,munched
ailmopy,olympia
eelnsty,tensely
hllpsuy,plushly
ceimnrs,mincers
hiinstw,withins
deijllo,jollied
ceilrss,slicers
bbeeirw,webbier
aceirtt,"cattier,citrate"
deelmsy,medleys
ceilrst,relicts
ahnprxy,pharynx
deiqrtu,quirted
dhoorst,hotrods
ceeehss,cheeses
ddiiosx,dioxids
aamnors,oarsman
accinno,canonic
bcellow,cowbell
acegott,cottage
aefllrs,fallers
fghhios,hogfish
adegors,dogears
bgilnos,goblins
bgilnot,bolting
adegort,garoted
adegorw,"dowager,wordage"
bgilnow,"blowing,bowling"
bgilnoy,ignobly
eorssww,wowsers
acdiltw,wildcat
deeintv,evident
aegikrw,gawkier
deeintt,dinette
bdehins,behinds
bikmnsu,bumkins
deginnr,"grinned,rending"
deginns,"endings,sending"
deginnp,pending
eiilmux,milieux
eeglnry,greenly
deginnt,"denting,tending"
deginnu,enduing
eeglnrt,gentler
hioossw,whoosis
deginny,denying
cceklor,clocker
cceklos,cockles
eeiknpy,pinkeye
fiinrty,nitrify
ailnsvy,sylvian
deginnn,denning
afglnos,flagons
adiinns,indians
ijkmsuz,muzjiks
eiqrssu,squires
hilnopy,phonily
eeesstt,"settees,testees"
knnnouw,unknown
aeelptt,palette
cceikor,cockier
agllrsy,argylls
eikrsst,strikes
aceffin,caffein
abipstt,baptist
adeefmr,defamer
abddeir,braided
abddeis,baddies
abeersw,bewares
abeersv,beavers
abeerst,"beaters,berates,rebates"
dekoops,spooked
aehilpr,harelip
acghimo,oghamic
ehirttw,whitter
bddeeis,bedside
eoottuv,outvote
billruy,burlily
ellmsuv,vellums
bddeeit,"betided,debited"
cdddeeu,deduced
abddeil,addible
abddein,bandied
aemoosz,mesozoa
belrsuy,burleys
abelmnt,lambent
ffimnsu,muffins
acimoss,mosaics
belrsuu,subrule
acimost,"atomics,somatic"
cdeerru,reducer
aainrtz,tzarina
ehkorss,koshers
aehopst,teashop
adiilms,"miladis,mislaid"
elmosuv,volumes
acehuvx,chevaux
aaalntt,atlanta
alloprs,pallors
addeopt,adopted
ehlsstu,"hustles,lushest,sleuths"
addefly,fadedly
eeinqru,enquire
eegmrrs,mergers
addeefm,defamed
aborstu,rubatos
akqssuw,squawks
himprss,shrimps
efklnuy,flunkey
ffgiinr,"griffin,riffing"
beeorru,bourree
eikrsss,kissers
ffgiint,tiffing
beeorrs,soberer
ahlloos,halloos
eginprs,pingers
egirruu,rigueur
deeilrv,"deliver,livered,relived,reviled"
deeilrw,wielder
afginnn,fanning
aadehir,airhead
ghilpst,plights
adfmnos,fandoms
bberruy,rubbery
afgikln,flaking
eegnops,pongees
kklmsuu,mukluks
aabegrr,barrage
aadelry,already
cmooprt,comport
cghoruy,grouchy
acdehss,chassed
ceeortv,coveter
biilntu,inbuilt
eillmrs,millers
bdfiors,forbids
acdehst,scathed
dooortu,outdoor
aaiknow,okinawa
deiiloz,idolize
deeffsu,effused
aacclps,calpacs
diiinps,insipid
eginnnp,penning
aklossv,slovaks
ablntuy,tunably
eginnny,yenning
filrruy,furrily
abinost,"bastion,bonitas,obtains"
adoopsw,sapwood
beffstu,buffets
imnosst,monists
cklootu,lockout
acddelr,cradled
adilmop,diploma
afgimnr,"farming,framing"
eiopprs,soppier
acddeln,candled
dennstu,stunned
deippqu,quipped
ghiklnu,hulking
dgimstu,midguts
aahnrtx,anthrax
eghiors,ogreish
eiiprsv,privies
abbsssu,subbass
ghlopsu,ploughs
binoors,bonsoir
acgirst,gastric
aahlmrs,marshal
eiimopp,pompeii
ijnorsu,juniors
belopsu,pueblos
ddeoprw,dewdrop
cdeklsu,"sculked,suckled"
deemnrs,"menders,remends"
aaimnst,stamina
abdehlr,halberd
abehirs,bearish
acemnps,encamps
acghipr,graphic
cceehkr,"checker,recheck"
aeemmsy,mameyes
ghiorsu,roguish
einrttu,nuttier
aijlyzz,jazzily
aeeinpr,perinea
abelmrt,lambert
eeprsss,presses
aaeertu,aureate
eeprssw,spewers
eeprssv,vespers
eeprssu,peruses
eeprsst,"pesters,presets"
einsssu,sinuses
eeprssx,express
dilortu,dilutor
aaerrry,arrayer
ghlosuy,sloughy
ehintwy,whitney
adilnru,diurnal
aeeqstu,equates
adilnrs,aldrins
eeejrrs,jeerers
deflmos,selfdom
ddegimo,demigod
acekmnp,packmen
eiillrs,sillier
aaprrtt,rattrap
aeglntw,twangle
aeglntt,gantlet
ahinsyz,zanyish
egnnrsu,gunners
eejnory,"enjoyer,reenjoy"
aclnoor,coronal
aclnoot,coolant
aclnoov,volcano
eilrtuv,rivulet
aaggrst,ragtags
aadgimr,diagram
defiils,fidelis
aehmnst,anthems
aehrtuu,hauteur
abeoqru,baroque
eelnotu,toluene
deeenpr,preened
immnoss,"monisms,nomisms"
aaefftt,taffeta
hilmmou,holmium
aeglopr,pergola
acopstw,cowpats
addemst,maddest
abdeimo,ameboid
afilquy,qualify
ahiinpr,hairpin
eeekrss,seekers
eeekrst,"keester,skeeter"
aiilmrs,similar
efioort,footier
bilnotu,botulin
aelrrtt,rattler
ehikoor,hookier
ehikoos,hookies
eeimopt,epitome
aeimost,"atomies,atomise"
eglnnsu,gunnels
afilsty,falsity
bdeorst,debtors
eenssux,nexuses
dglnoru,goldurn
bdeorsw,browsed
aefgglr,flagger
denrssu,"sunders,undress"
adefllw,dewfall
ejknrsu,junkers
ghilnow,howling
ijklloy,killjoy
agginru,arguing
agginrt,grating
agginrv,graving
aceqrtu,racquet
afffllo,falloff
eoprssw,prowess
delrrsu,slurred
eoprssy,ospreys
ceinswy,winceys
aciorsu,"carious,curiosa"
agginry,graying
aacinrz,czarina
agginrz,grazing
eijknrs,jerkins
eijknru,junkier
aeeltty,layette
aadentv,vedanta
ainnnst,tannins
gijknnu,junking
adirsvz,vizards
afimsss,massifs
amooors,amoroso
deissst,desists
deisssu,disuses
ehiknos,honkies
chimrss,chrisms
ddegrru,drudger
accdeen,cadence
eimnoor,moonier
airsstt,"artists,straits,tsarist"
bgiilln,billing
eimnoos,noisome
abillsy,syllabi
bciistu,biscuit
eiinoss,ionises
eiklrst,"kilters,kirtles"
befoorr,forbore
gmnooru,gunroom
eiinosz,ionizes
elnopry,pronely
bdelmpu,plumbed
addenot,donated
addenou,duodena
elnnopu,nonuple
adeiluz,dualize
fgilntu,fluting
eehirrs,rehires
aceenss,"encases,seances,senecas"
beeeill,libelee
agiimst,imagist
aemorst,maestro
adeenry,"deanery,yearned"
adeenrv,ravened
cehhoos,hooches
adeenrs,endears
emmssuu,museums
aehinss,hessian
aehinsw,wahines
hiinssw,swinish
gikmnos,smoking
aeeimtt,teatime
aekqrsu,quakers
abgikln,balking
bbbhsuu,hubbubs
addimsy,middays
akklrsy,skylark
aeimprt,primate
beeorwy,eyebrow
ainnqtu,quintan
aeegntv,ventage
eginptt,petting
bdeissu,subside
ghinpsu,"gunship,pushing"
eeeiklz,ezekiel
aaglsst,stalags
deglors,lodgers
beelrst,trebles
aeegilt,egalite
beiirtt,bittier
acnnnuy,uncanny
aeegiln,lineage
deelopp,peopled
aabiort,airboat
aeegilm,mileage
ehlopsx,phloxes
ginnrsu,nursing
cemoptu,compute
chimsss,schisms
aeemnst,meanest
dfilmmo,filmdom
ghmorsu,sorghum
ijllloy,jollily
aeeknnp,kneepan
aginnpt,panting
deggjlo,joggled
ehilprt,"philter,philtre"
eeilsst,telesis
aeoprwy,ropeway
eeilssw,lewises
deelopv,develop
aelmntt,mantlet
deggjlu,juggled
deeejlw,jeweled
aginnpw,pawning
aeeknnn,nankeen
adehmms,shammed
corrsuy,cursory
ceiortv,evictor
adeginr,"grained,reading"
ceinntv,vincent
ceiortx,excitor
adeginw,windage
bdillny,blindly
ceemrst,cermets
aaacimr,aramaic
egglnsu,snuggle
adeginn,deaning
aaddemn,deadman
abllovy,lovably
ehmnpty,nymphet
aefsttt,fattest
oopsstt,tosspot
deilopt,piloted
eprrsuy,spurrey
aeloptu,outleap
ddegrtu,trudged
aceemrr,creamer
aceemrs,"amerces,racemes"
eiillss,sillies
defgglo,flogged
adlnruy,laundry
eiillsw,willies
eprrsuu,"pursuer,usurper"
aaeinno,aeonian
egmmrsu,gummers
aehprsw,prewash
eemnrst,tremens
aehprss,"phasers,phrases,seraphs,shapers,sherpas"
eimprsu,"spumier,umpires"
cehosuv,vouches
ehirrtv,thriver
abiprty,biparty
dffgino,doffing
deegimn,deeming
abciims,iambics
dehirrs,shirred
ceeglnt,neglect
eklnpru,plunker
dehirrw,whirred
aeissst,siestas
dimmost,midmost
cehlnsu,lunches
agiilty,agility
ahpsxyy,asphyxy
ceeflrt,reflect
cehlnsy,lynches
befirsu,fubsier
chioorz,chorizo
benorst,bretons
aaalmss,salaams
benorsu,"bournes,unrobes"
eeinpsv,pensive
egmnors,"mongers,morgens"
eeinpss,penises
giinpqu,piquing
aceortu,outrace
eehhrtw,whether
ffopstu,putoffs
aaeglmn,gamelan
eenorvw,rewoven
beirttu,tribute
beiinrr,brinier
beiinrs,brinies
aehrsxy,hyraxes
agikkny,yakking
eehiorz,heroize
ceinorv,corvine
deiistt,"ditties,tidiest"
aagirst,gratias
ceinorr,cornier
aaeltuv,valuate
aelrsvy,slavery
afinstu,fustian
deinoru,dourine
addelty,datedly
deinorw,downier
egnrttu,grutten
aagmmrr,grammar
degiinr,dingier
degiint,"dieting,editing,ignited"
abginsu,abusing
ceeorrv,"coverer,recover"
aceelpr,"percale,replace"
eiilmss,"mislies,missile,similes"
acemrss,screams
bcelmnu,clubmen
hopsssy,hyssops
eiilmsu,milieus
aeilnpu,pauline
aegluvy,vaguely
adglnry,grandly
aeiklrr,larkier
abenpsu,subpena
aeiklrw,warlike
eilppru,pulpier
eilpprt,tippler
eelrsuv,velures
eilpprs,"lippers,ripples,slipper"
eilpprr,rippler
abeorrt,aborter
bcdiosu,cuboids
aeghlru,laugher
deinnrs,dinners
abdeinr,brained
abfilsu,fibulas
aellrvy,ravelly
aegortt,garotte
aegnntt,tangent
bdeorsu,rosebud
deilltw,twilled
aiinnsz,zinnias
abddeor,"boarded,roadbed"
ddeeisv,devised
aehilvy,heavily
eprrrsu,spurrer
afhikls,khalifs
admnosy,"dynamos,mondays"
abenqtu,banquet
ceiinss,"iciness,incises"
bgilnru,burling
adgilln,ladling
abemnos,bemoans
admnoss,damsons
cdenotu,counted
afnortw,fanwort
deerrss,"dresser,redress"
bcdkoru,burdock
aailssv,"salivas,salvias"
deeglsu,deluges
ddeenrs,reddens
bimnosy,symbion
aamottu,automat
aacintv,vatican
ddeenru,"denuder,endured"
cehhnsu,hunches
cddelsu,cuddles
cdeipst,depicts
achipst,spathic
acdefrs,scarfed
chikory,hickory
ademntu,untamed
acdefrt,crafted
aaprsst,satraps
aeehlnt,lethean
afghhis,hagfish
gimnost,gnomist
gimnosu,mousing
ahoprty,atrophy
eeeprss,peeress
aeginoz,agonize
fikklno,kinfolk
aachirt,cithara
aeginos,"agonies,agonise"
ceiklss,sickles
deenrst,tenders
acehipt,hepatic
eiostuz,outsize
ccehoru,coucher
ccehort,crochet
bimnosu,omnibus
alprssu,pulsars
ceilops,polices
ehirssw,"swisher,wishers"
ehirssv,"shivers,shrives"
ehirsss,hissers
efrsttu,tufters
beiklrs,bilkers
acorrst,carrots
ehmrtuv,vermuth
bcnoors,broncos
acfltuy,faculty
aeirttt,"tattier,titrate"
deikrsu,duskier
deikrst,skirted
adeghin,heading
bfiinrs,fibrins
aorssuv,savours
aiklquy,quakily
fillnuy,nullify
amnstuu,autumns
bclmruy,crumbly
ailltvy,vitally
adeemst,steamed
abbcoty,abbotcy
aefflns,snaffle
cgiknop,pocking
acilmsu,musical
aaaablm,alabama
cgiknos,socking
eemmnss,messmen
aflswyy,flyways
celoorr,"colorer,recolor"
acfioss,fiascos
cgiknoo,cooking
deorssu,dousers
cddeisu,cuddies
deorssw,"dowsers,drowses"
acellps,scalpel
deorsss,"dossers,drosses"
cehlost,clothes
efoorsw,woofers
efoorst,"foetors,footers"
acflrsu,carfuls
aaciqtu,aquatic
adeimrt,readmit
eelnopv,envelop
deeentt,detente
adeimrr,"admirer,married"
ceeffos,coffees
adeimry,midyear
aeglotv,voltage
eeinssw,newsies
aegnoor,oregano
aaelnst,sealant
eiilmps,implies
adeeglv,gaveled
afgiinw,waifing
aaahnrs,saharan
acdeemn,menaced
aehimmr,hammier
eiqstuu,quietus
adhloyy,holyday
enoprtt,portent
acdeost,coasted
acdeens,encased
deiills,dillies
acceklr,"cackler,clacker,crackle"
accekls,cackles
aeginrr,"angrier,earring,grainer,rangier,rearing"
bcdeehl,belched
bcdeehn,benched
acefinn,finance
dekopst,desktop
abelquy,equably
aaaeglt,galatea
aepsttu,upstate
aiimrst,simitar
deprruy,prudery
ddeiivv,divvied
abdlory,broadly
efgioor,goofier
ehorrst,"rhetors,shorter"
acefins,"fancies,fiances"
acefinr,fancier
bggiiln,bilging
egostyz,zygotes
ceinruv,incurve
efoorrs,roofers
aaglnrs,raglans
ceeetux,execute
agnostu,nougats
aakloop,palooka
deeostv,devotes
aellrsy,rallyes
emrsstu,musters
acgnors,garcons
efgmnor,frogmen
aelqtuz,quetzal
deilppr,rippled
aajklwy,jaywalk
acilnny,cannily
aalpstu,spatula
aeelopr,parolee
aiorsuv,"saviour,various"
aeenrst,"earnest,eastern,nearest"
hiorsty,history
emmmrsu,mummers
bellnpu,bullpen
ddeenrt,trended
degilrr,girdler
eelnosv,elevons
abcmost,combats
beiklow,bowlike
ghinopy,hypoing
deelrsv,delvers
beiklos,obelisk
eefilns,felines
agimnpt,tamping
cilopry,pyloric
egjostt,gjetost
dekknsu,skunked
addorst,dotards
abelsuy,useably
aabllwy,wallaby
bccmsuu,succumb
aadkost,dakotas
ginnstu,tunings
agilnnp,planing
adeemns,"demeans,seedman"
agilnns,lansing
eeflrru,ferrule
agilnno,loaning
himsstu,isthmus
deimppr,primped
gggiinz,zigging
aefnrsw,fawners
cdgintu,ducting
gggiinw,wigging
gggiinp,pigging
gggiinr,rigging
ehimorz,rhizome
dersssu,sudsers
fhirtty,thrifty
beoruvy,overbuy
agimnpv,vamping
acinnoz,canzoni
aeeklrs,leakers
aeglsss,"gasless,glasses"
ehmmrsu,hummers
eirrstv,striver
eglnoru,lounger
deipttu,puttied
aabmrtu,tambura
eeirssv,revises
eeiqrsu,"esquire,queries"
bdeekru,rebuked
illopwy,pillowy
ehimors,heroism
abbgors,gabbros
egillny,yelling
ekmnory,monkery
acehrxy,exarchy
acilotv,voltaic
deersvw,swerved
aaepprt,parapet
aainpst,"pastina,patinas,pinatas"
egorrtu,grouter
ekmnorw,workmen
aainpss,paisans
acdeemv,medevac
adeoprr,eardrop
eiirttw,wittier
adeoprv,vapored
adeoprt,"adopter,readopt"
egiinrz,zingier
aflmoru,formula
aaemrtu,amateur
aflmorw,wolfram
adefrst,strafed
aflmors,formals
elsssuy,ulysses
aeimstt,etatism
deiistv,visited
allqssu,squalls
aeimstz,"maziest,mestiza"
eghinst,nighest
eghinsw,shewing
acknpsu,unpacks
deehllo,helloed
aehmmot,mahomet
bbbeirs,bibbers
abenors,boranes
ejorstt,jotters
ahiprss,raspish
ciikpuw,wickiup
ghimnpu,humping
ahiprsw,warship
ahiprst,harpist
ahiprsu,rupiahs
deehlls,shelled
cejkosy,jockeys
aacjkss,jackass
ccgilny,cycling
abegklu,bulkage
efooprt,foretop
efooprr,"proofer,reproof"
dehiosu,hideous
ehilrst,slither
deefhlu,heedful
ceksttu,tuckets
abnrsuu,auburns
cdeekrs,deckers
deefhls,fleshed
achmopr,camphor
abdefrw,bedwarf
aehimnt,hematin
ademrtu,matured
egiinrt,"igniter,tiering"
eeinqtu,quieten
fghiosy,fogyish
bemprsu,bumpers
dddestu,studded
abbginy,babying
eegklrs,keglers
aefflsw,waffles
afgintt,fatting
acelnos,seconal
accenrs,cancers
afgintw,wafting
aaelnyz,analyze
bbdensu,snubbed
ceelors,creoles
aaiirvv,vivaria
ceelort,"elector,electro"
ejoorvy,overjoy
eimmruy,yummier
eehinrs,"henries,inheres"
eehinrt,"neither,therein"
eehinrw,wherein
abhotuy,hautboy
eghinnt,henting
cdeeert,erected
cdeeers,"decrees,recedes,seceder"
cdeeerr,decreer
bcoopyy,copyboy
emotttu,tetotum
acfilry,clarify
deegilr,ledgier
aegnory,orangey
aegnorw,wagoner
aegnort,negator
aegnors,"onagers,oranges"
aegnorr,groaner
bdeelss,blessed
cdefosu,focused
ddeorsw,drowsed
aeegnop,peonage
abccilu,cubical
begioos,boogies
acekppr,prepack
aeeglsv,selvage
delmott,mottled
delmotu,moulted
aajmnzz,jazzman
fginnnu,funning
abeisuv,abusive
cffgino,coffing
dekklsu,skulked
adortuw,"outdraw,outward"
fginopp,fopping
egllsuy,gulleys
aclmnuy,calumny
aacllnu,lacunal
innosww,winnows
eeilrrv,reviler
adeeijt,jadeite
afllpuy,playful
belnooy,boloney
elpruzz,puzzler
ehisssw,swishes
efjlstu,jestful
ehisssu,hussies
giinqru,quiring
ddeikln,kindled
aacellt,lacteal
cgilnoy,cloying
deeflns,flensed
adegrsu,"desugar,sugared"
cdekrsu,duckers
aceilps,special
aceilpr,"caliper,replica"
aefhltu,hateful
cgilnoo,"cooling,locoing"
abefgls,beflags
cceikrt,cricket
cegnoos,congoes
acfinry,carnify
fginuzz,fuzzing
aeimrst,"artemis,maestri,maitres,smartie"
aeimrss,massier
aaalmny,malayan
aegprss,gaspers
aeflmrs,flamers
aabckpy,payback
aiorrrw,warrior
ghiinnt,hinting
ceenopt,potence
ghiinnw,whining
cehrstt,stretch
bddeees,seedbed
ahnnoty,anthony
ghiinns,shining
aciinns,niacins
adeggsw,swagged
bgilnsu,bluings
eorssst,tossers
deenorz,rezoned
deeinpr,"dnieper,repined,ripened"
eghilrt,"lighter,relight"
gglooos,googols
addelrw,"dawdler,drawled,waddler"
abelotw,"teabowl,towable"
aegllsu,ullages
aceelvx,exclave
addelrs,"ladders,raddles,saddler"
eegintx,exigent
aegllsy,galleys
ddeflsu,fuddles
ceeeitv,evictee
eehkooy,eyehook
deilnps,"spindle,splined"
allotyy,loyalty
aeegmss,message
degiiln,eliding
degiill,gillied
ddeenot,denoted
aeegmst,gametes
cdeikst,sticked
elmsuzz,muzzles
aeimnrs,"marines,remains,seminar"
aeimnrr,mariner
aeimnrt,"minaret,raiment"
aeimnrw,wireman
aeimnrv,minerva
eilpppy,peppily
egiintx,exiting
addejly,jadedly
cehnsty,stenchy
cdellou,collude
eiilnst,liniest
cikrsty,tricksy
acelmsz,mezcals
aaefmrt,fermata
himprtu,triumph
effilns,sniffle
adgimmn,damming
beegrsu,burgees
aacdefs,facades
aberstv,bravest
ghimnry,rhyming
aberstt,batters
einrssu,"insures,sunrise"
einrsst,"inserts,sinters"
bddeloo,"blooded,boodled"
abersty,betrays
adllnow,lowland
bddelou,doubled
eimortv,vomiter
beiqrtu,briquet
accilno,"conical,laconic"
achmors,chromas
deegmuw,gumweed
addegru,guarded
adiosvw,disavow
ehloopt,pothole
hhiorsw,whorish
deilppt,tippled
cgikntu,tucking
ddeenoz,dozened
deprsuu,"pursued,usurped"
ccikloy,"cockily,colicky"
demprsu,dumpers
ghiiknt,kithing
ehimnrs,menhirs
aeeeiln,alienee
ehimnru,"inhumer,rhenium"
cdehssu,duchess
deiirvv,vivider
aennssw,wanness
ahllosw,"hallows,shallow"
ahllost,shallot
ablmtuy,mutably
aelmrsv,marvels
aelmrsu,"maulers,serumal"
aelmrst,"armlets,tramels"
aelmrss,armless
aefrstw,"fretsaw,wafters"
dehissw,swished
elrttuy,utterly
aadehms,ashamed
adehnst,handset
aeeorsv,oversea
ahhkoos,hookahs
eimprrs,primers
cdefhmo,chefdom
aeimmst,"mismate,tammies"
adinstt,distant
aclmstu,talcums
eijnory,joinery
bckllou,bullock
bccilou,bucolic
ddenorw,drowned
cemoops,compose
defilnt,flinted
acepstu,teacups
aeopstt,teapots
delorsy,yodlers
deeeqru,queered
ceeglou,eclogue
adenrst,stander
egnnruy,gunnery
aeglnrs,anglers
aeglnrt,tangler
aeglnru,granule
bdeemru,umbered
adenrss,sanders
aeglnry,angerly
efiilry,fierily
cehinor,chorine
abclmnu,clubman
aeerrtw,waterer
deffnsu,snuffed
acddirs,discard
deinptu,unpited
einsstv,invests
alorrst,rostral
deegisw,wedgies
goorstt,grottos
deknrru,drunker
abborss,absorbs
deggrru,grudger
bdeimru,imbrued
acjloru,jocular
abelstt,"battles,tablets"
aimnotu,manitou
deegnsu,dengues
aeglort,"gloater,legator"
ailnpss,spinals
ddenort,trodden
aeglors,"galores,gaolers"
acdeeln,cleaned
eimoprr,primero
adimssy,dismays
ekooprv,provoke
adimsst,dismast
gginoos,goosing
illmnru,millrun
iilllsy,sillily
dinpsuw,windups
adimsss,sadisms
eikprss,spikers
efirttu,tuftier
aemprrt,tramper
acdeelv,cleaved
acdeelt,cleated
acdeelr,"cleared,creedal,declare"
cdiknpu,duckpin
adegntw,twanged
ahilnps,planish
ehhnpsy,hyphens
alrsuuv,uvulars
ceehirw,chewier
eforrsu,"ferrous,furores"
cdeeflt,deflect
deemosy,moseyed
ahilssv,slavish
ejjmnuu,jejunum
aacdjkw,jackdaw
adilmnu,maudlin
adilmnr,"mandril,rimland"
adefltu,"default,faulted"
deemost,demotes
adllmoy,modally
ginpptu,tupping
abdeemt,bedmate
aehhrrs,harsher
eprrssu,pursers
acegimr,grimace
adeinst,"destain,detains,instead,sainted,stained"
aoprsuv,vapours
acelqsu,claques
agilsty,stagily
cefmory,comfrey
abdeemn,beadmen
eeilnnv,enliven
eeilnnt,lenient
abginnn,banning
eeilnns,nielsen
efllosw,fellows
ceinrsw,wincers
aadrsty,daystar
cepprsu,"cuppers,scupper"
adeinrr,"drainer,randier"
eeilnno,leonine
degnops,sponged
adeinrv,"invader,ravined"
abginnt,banting
adeinru,unaired
aacegnr,carnage
eeehswz,wheezes
eioppps,poppies
aceikpx,pickaxe
adiltuy,duality
cklopsu,lockups
aeklnst,"anklets,lankest"
giinpss,pissing
dehlrtu,hurtled
aaelsux,asexual
giinpst,spiting
ffglruy,gruffly
beeehns,shebeen
adhhosw,howdahs
bdeeirr,berried
aegnrst,"argents,garnets,strange"
aegnrsw,gnawers
adeilqu,quailed
ahimoss,shamois
beeknot,betoken
aemoswy,someway
aeegorv,overage
egimmrr,grimmer
dflootw,twofold
egimmru,gummier
bbginor,robbing
bbginos,"gibbons,sobbing"
inoorst,torsion
inoorss,orisons
dehilrw,whirled
ehopsst,poshest
eimmrrs,rimmers
aelostv,solvate
eimmrru,rummier
emoorrs,roomers
eiiorsv,ivories
aisttvy,vastity
afgirty,gratify
aelmpry,lamprey
cfginor,forcing
eellmrs,smeller
